id,text,term,polarity,from,to,category,polarity2
323,"The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside.",Chilean Sea Bass,negative,46,62,,
323,"The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside.",server,negative,72,78,,
323,"The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside.",specials,neutral,101,109,,
323,"The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside.",,,,,food,conflict
323,"The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside.",,,,,service,negative
24,Sexy.,,,,,anecdotes/miscellaneous,positive
1891,"The food was really good, I had the onion soup and it was one of the best ever.",food,positive,4,8,,
1891,"The food was really good, I had the onion soup and it was one of the best ever.",onion soup,positive,36,46,,
1891,"The food was really good, I had the onion soup and it was one of the best ever.",,,,,food,positive
2417,"I will have to say, this Bengali Fast Food joint is clearly my favorite.",,,,,anecdotes/miscellaneous,positive
2980,I'm not picky - but it was actually gross.,,,,,food,negative
3451,"overall, a solid restaurant and at less than $40pp (including wine), a solid deal as well.",wine,neutral,62,66,,
3451,"overall, a solid restaurant and at less than $40pp (including wine), a solid deal as well.",,,,,anecdotes/miscellaneous,positive
3451,"overall, a solid restaurant and at less than $40pp (including wine), a solid deal as well.",,,,,price,positive
1551,"Since it literally is a complete hole in the wall, it's a bit intimidating at first, but you get over that very quickly as soon as the friendly staff welcomes you - don't hesitate to ask for help with what to get.",staff,positive,144,149,,
1551,"Since it literally is a complete hole in the wall, it's a bit intimidating at first, but you get over that very quickly as soon as the friendly staff welcomes you - don't hesitate to ask for help with what to get.",,,,,service,positive
1551,"Since it literally is a complete hole in the wall, it's a bit intimidating at first, but you get over that very quickly as soon as the friendly staff welcomes you - don't hesitate to ask for help with what to get.",,,,,ambience,negative
3146,"Based on the reviews for dinner, this is a place I would reconsider revisiting for that, but definitely not for Dim Sum again.",Dim Sum,negative,112,119,,
3146,"Based on the reviews for dinner, this is a place I would reconsider revisiting for that, but definitely not for Dim Sum again.",dinner,positive,25,31,,
3146,"Based on the reviews for dinner, this is a place I would reconsider revisiting for that, but definitely not for Dim Sum again.",,,,,food,conflict
1785,"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.",roll,negative,36,40,,
1785,"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.",roll,negative,60,64,,
1785,"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.",roll,negative,74,78,,
1785,"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.",rice,neutral,135,139,,
1785,"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.",,,,,food,neutral
1785,"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.",,,,,price,negative
1492,"Even with John's and Joe's around the corner, this place will make a name for itself.",,,,,anecdotes/miscellaneous,positive
406,"It melted in my little mouth and the perfect consistency-not too fishy, creamy, and slightly buttery.",,,,,food,positive
3650,"When he finally did, he was unable to make a gin and tonic -- couldn't find tonic.",gin and tonic,neutral,45,58,,
3650,"When he finally did, he was unable to make a gin and tonic -- couldn't find tonic.",tonic,neutral,76,81,,
3650,"When he finally did, he was unable to make a gin and tonic -- couldn't find tonic.",,,,,service,negative
2985,My girlfriend convinced me to go in the other night for a quick bite.,,,,,anecdotes/miscellaneous,neutral
2084,"The dim sum is ok but doesn't taste that fresh, and the little dishes don't look steamy hot as they should (also note lack of Chinese here).",dim sum,negative,4,11,,
2084,"The dim sum is ok but doesn't taste that fresh, and the little dishes don't look steamy hot as they should (also note lack of Chinese here).",little dishes,negative,56,69,,
2084,"The dim sum is ok but doesn't taste that fresh, and the little dishes don't look steamy hot as they should (also note lack of Chinese here).",,,,,food,negative
2536,despite the untasteful previous review...,,,,,anecdotes/miscellaneous,neutral
1820,"Don't judge this place prima facie, you have to try it to believe it, a home away from home for the literate heart.",,,,,anecdotes/miscellaneous,positive
1826,"Sure, everyone's got their favorite, but to know Sal, is to know New York.",,,,,anecdotes/miscellaneous,neutral
96,I think that it is absolutely brilliant and well runned business operation.,,,,,anecdotes/miscellaneous,positive
3584,Also they were $15 each!,,,,,price,negative
3193,"The service is ok, some of the people didn't get what they asked for.",service,neutral,4,11,,
3193,"The service is ok, some of the people didn't get what they asked for.",,,,,service,conflict
93,"My friends spoke so much about it for months, I finally made the time to come down ear and dine in.",,,,,anecdotes/miscellaneous,neutral
2212,If you want good authentic Thai this place is not the place to go.,Thai,negative,27,31,,
2212,If you want good authentic Thai this place is not the place to go.,,,,,food,negative
3426,I recommend getting a reservation even though we saw people seated without one.,reservation,neutral,22,33,,
3426,I recommend getting a reservation even though we saw people seated without one.,,,,,anecdotes/miscellaneous,neutral
1138,The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree.,Grilled Chicken special with Edamame Puree,neutral,46,88,,
1138,The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree.,,,,,food,neutral
1461,This is as good as neighborhood restaurants come.,,,,,anecdotes/miscellaneous,neutral
128,"If you want some roast duck, pork or chicken on rice with ginger, try them out!",roast duck,positive,17,27,,
128,"If you want some roast duck, pork or chicken on rice with ginger, try them out!",pork,positive,29,33,,
128,"If you want some roast duck, pork or chicken on rice with ginger, try them out!",chicken on rice with ginger,positive,37,64,,
128,"If you want some roast duck, pork or chicken on rice with ginger, try them out!",,,,,food,positive
1008,"You order from a menu, so you leave feeling like you missed the full experience.",menu,negative,17,21,,
1008,"You order from a menu, so you leave feeling like you missed the full experience.",,,,,anecdotes/miscellaneous,negative
